Intensity_MassDisplacement_PI,Intensity_MaxIntensityEdge_DAPI,Intensity_MaxIntensityEdge_PI,Intensity_MaxIntensity_DAPI,Intensity_MaxIntensity_PI,Intensity_MeanIntensityEdge_DAPI,Intensity_MeanIntensityEdge_PI,Intensity_MeanIntensity_DAPI,Intensity_MeanIntensity_PI,Intensity_MedianIntensity_DAPI,Intensity_MedianIntensity_PI,Intensity_MinIntensityEdge_DAPI,Intensity_MinIntensityEdge_PI,Intensity_MinIntensity_DAPI,Intensity_MinIntensity_PI,Intensity_StdIntensityEdge_DAPI,Intensity_StdIntensityEdge_PI,Intensity_StdIntensity_DAPI,Intensity_StdIntensity_PI,Intensity_UpperQuartileIntensity_DAPI,Intensity_UpperQuartileIntensity_PI,Number_Object_Number
0.083203129,0.057526514,0.034592204,0.205401689,0.039383534,0.038725407,0.031257996,0.103350915,0.033187755,0.111657891,0.033257037,0.031738766,0.028442817,0.031738766,0.027542535,0.003755736,0.001354595,0.046683025,0.00200567,0.142847329,0.034622721,269
0.270186445,0.057297628,0.037552454,0.167299911,0.038056001,0.042477137,0.031994189,0.086791987,0.032623689,0.087701228,0.03244831,0.035065234,0.028427558,0.035065234,0.028274968,0.005290639,0.002467099,0.032718388,0.001962812,0.111657895,0.033981841,270
0.150489246,0.049622338,0.034897383,0.195651174,0.035629816,0.034045262,0.030349837,0.095959881,0.03120431,0.099923708,0.03106737,0.027328908,0.026581217,0.027328908,0.026581217,0.004185945,0.00158575,0.044686565,0.001549041,0.137479976,0.032162204,271
0.122204056,0.07104601,0.044388495,0.195284963,0.044388495,0.040139289,0.03354624,0.08273826,0.033904294,0.078797586,0.033737697,0.03150988,0.030365454,0.03150988,0.030365454,0.005208245,0.002242994,0.03625253,0.001728714,0.107011519,0.034912642,272
0.181429625,0.122621499,0.035812926,0.141420618,0.036453802,0.052554191,0.032172376,0.074501769,0.032037599,0.074921794,0.031952392,0.032135502,0.026962692,0.032135502,0.026962692,0.022336704,0.001961645,0.026575776,0.001703237,0.094560158,0.033241779,273
0.36301249,0.115785457,0.052811474,0.146150917,0.052811474,0.052843731,0.037165183,0.089462698,0.035711215,0.093827724,0.03463798,0.032471199,0.028595407,0.032471199,0.028595407,0.022454371,0.006435154,0.033694769,0.004112902,0.117570762,0.03650721,274
0.138628104,0.059708554,0.033630885,0.101884492,0.033630885,0.044126744,0.028882688,0.068291118,0.029123437,0.069184408,0.029068436,0.035477225,0.026077669,0.035477225,0.025986115,0.005011707,0.001636958,0.016570299,0.001347294,0.08225376,0.030064087,275
0.070162584,0.05101091,0.053009842,0.166903183,0.054291598,0.038483869,0.03383442,0.089991659,0.034101854,0.094880596,0.033554588,0.032425422,0.027801938,0.032425422,0.027801938,0.004220241,0.004184256,0.03685945,0.003256422,0.118966967,0.034988936,276
3.066877971,0.502037108,0.104707405,0.502037108,0.109437704,0.067554554,0.039805841,0.126698929,0.044030652,0.106210425,0.03747616,0.030350195,0.026749065,0.030350195,0.026749065,0.094167164,0.016434669,0.084620056,0.015893387,0.153154805,0.049755856,277
0.078941905,0.060212102,0.039398793,0.177248806,0.039398793,0.040594659,0.032728264,0.092813172,0.033552271,0.096444648,0.033615626,0.03447013,0.028000304,0.03447013,0.028000304,0.004829801,0.001924825,0.035150526,0.001492281,0.121900514,0.034485389,278
0.028243642,0.056198977,0.036713205,0.146990165,0.038513772,0.040283398,0.033182213,0.075686483,0.033850566,0.07579156,0.033722438,0.032181278,0.030273899,0.032181278,0.029907683,0.005396349,0.001233054,0.026176189,0.001574023,0.095399402,0.034912642,279
0.043044385,0.091645688,0.038361181,0.09469749,0.04008545,0.0480932,0.034932756,0.064832872,0.035499387,0.066872664,0.035431448,0.033707179,0.0312047,0.033707179,0.031128405,0.012572352,0.001452949,0.013152725,0.001571638,0.073991001,0.036667429,280
0.175937984,0.057526514,0.037216753,0.154390782,0.037445638,0.03951133,0.031914653,0.07689895,0.032428563,0.076722361,0.032257572,0.033279926,0.028519113,0.033279926,0.028290227,0.004228214,0.0018921,0.029672696,0.00160544,0.103295948,0.033279926,281
0.124561573,0.067917906,0.032333866,0.199389637,0.034576945,0.042290767,0.028615321,0.100468171,0.02955468,0.105241477,0.029602503,0.030518044,0.025284199,0.030518044,0.025284199,0.00564661,0.001290195,0.042453973,0.001411883,0.134264126,0.030487526,282
0.711171298,0.048401617,0.04274052,0.387151897,0.052292667,0.037660672,0.03509575,0.136731329,0.040542582,0.120454721,0.041062027,0.031769283,0.02996872,0.031769283,0.029373618,0.003685326,0.003325284,0.084530441,0.006130807,0.19116503,0.046028841,283
0.353514177,0.042587928,0.035431448,0.160524905,0.036835279,0.034281612,0.02976508,0.080898383,0.030717077,0.073357746,0.030769818,0.027679866,0.024567025,0.027679866,0.024567025,0.00379019,0.002713448,0.040642463,0.002142732,0.115014875,0.03221561,284
0.111831583,0.074876018,0.037888151,0.118684672,0.039581902,0.043250148,0.031860003,0.067514991,0.033237387,0.065751128,0.032700084,0.034271762,0.02885481,0.034271762,0.02885481,0.006959564,0.001815422,0.019754682,0.002287389,0.080933854,0.034889754,285
0.225009102,0.052216373,0.038605325,0.121995881,0.046829939,0.039362146,0.03202024,0.076179385,0.034039118,0.082757305,0.033440147,0.031158922,0.026337072,0.031158922,0.026337072,0.004483099,0.002575505,0.023305209,0.003452142,0.09504845,0.035553522,286
0.214584072,0.061554894,0.038376439,0.113054097,0.038376439,0.040983664,0.033601918,0.068047733,0.033779047,0.069657438,0.03369192,0.031219959,0.029114215,0.031219959,0.029114215,0.006475827,0.001839172,0.019392193,0.001712793,0.083527885,0.034996565,287
0.117897747,0.057389181,0.036438543,0.142900735,0.037537195,0.040594901,0.032118514,0.077547761,0.032422972,0.079118028,0.032349128,0.032974746,0.028534371,0.032974746,0.028534371,0.004693765,0.001644131,0.027644624,0.001455897,0.100331886,0.033489738,288
0.143814149,0.061768521,0.036820021,0.129854277,0.037857633,0.044067266,0.033531043,0.079482912,0.033633389,0.080720223,0.03356985,0.035156786,0.028442817,0.035156786,0.028442817,0.006288748,0.001466439,0.023228097,0.001336098,0.098847941,0.034531165,289
0.072265224,0.055268176,0.038086519,0.582085907,0.0402533,0.040610797,0.034787145,0.164778055,0.035115593,0.090501256,0.035049975,0.033539329,0.0312047,0.033539329,0.031128405,0.00381188,0.001316792,0.152443116,0.001627995,0.241184101,0.036148623,290
0.127062173,0.052414741,0.038757917,0.182986185,0.038757917,0.03524571,0.032481064,0.097961238,0.033193981,0.102365147,0.03322652,0.027481498,0.027512016,0.027481498,0.027512016,0.00516532,0.002386355,0.047574782,0.001807782,0.142317086,0.034435797,291
0.152641013,0.054062713,0.037903409,0.15095751,0.037903409,0.039885611,0.031918126,0.080117333,0.032311863,0.081261922,0.032303348,0.033005264,0.027634088,0.033005264,0.027634088,0.004368704,0.001847467,0.028518962,0.001445008,0.104245825,0.033398185,292
0.13248047,0.073823147,0.035217822,0.118776225,0.036011294,0.042684701,0.031772675,0.071696146,0.032024057,0.074540325,0.03198291,0.034042876,0.029007401,0.034042876,0.027954528,0.007928271,0.001433472,0.020839571,0.0013469,0.0870222,0.032959487,293
0.147680762,0.052384224,0.03918517,0.131975278,0.040451668,0.038014185,0.033149198,0.075803682,0.034743237,0.078538187,0.034683757,0.031265736,0.028793775,0.031265736,0.028793775,0.004077132,0.002372348,0.026893449,0.002131611,0.098020144,0.036106661,294
1.097812933,0.052368965,0.546501875,0.173556119,1,0.037103838,0.281120586,0.075842918,0.539218357,0.0620737,0.480064094,0.028946364,0.108018614,0.028946364,0.108018614,0.004941643,0.127693999,0.040123567,0.274113016,0.10592813,0.775433004,295
0.074428434,0.054901961,0.036270697,0.139147013,0.038269628,0.039642127,0.032911762,0.083078663,0.033800158,0.086152434,0.033798732,0.031937134,0.030060273,0.031937134,0.029678797,0.004603756,0.001510468,0.030986931,0.001593685,0.110589761,0.03493553,296
0.056655331,0.051819637,0.035629816,0.213427946,0.039902341,0.039183877,0.0324962,0.105754415,0.034058582,0.113679715,0.034134433,0.033127338,0.028961623,0.033127338,0.028961623,0.003254296,0.001350041,0.047198607,0.001543273,0.146379799,0.035095751,297
0.229412826,0.057694361,0.037628748,0.266468287,0.040634774,0.041094294,0.031978618,0.119095065,0.035157917,0.111955442,0.035614558,0.031921875,0.027328908,0.031921875,0.027328908,0.006612151,0.002400694,0.063977325,0.002692078,0.169214927,0.037232015,298
0.024097158,0.109086744,0.037506677,0.109086744,0.037506677,0.065286612,0.03452336,0.06898158,0.034392464,0.070595864,0.034355689,0.033020522,0.031647213,0.033020522,0.031647213,0.023984151,0.001204299,0.018942921,0.001127317,0.08068208,0.035072863,299
0.135028579,0.052796215,0.036743727,0.212970167,0.038437475,0.040475646,0.032326117,0.10556486,0.033505046,0.112169072,0.033463035,0.034195468,0.027527276,0.034195468,0.027527276,0.003447425,0.001714016,0.048341552,0.001730804,0.146097511,0.034683757,300
0.197598329,0.107576102,0.036789503,0.107576102,0.038742658,0.049925578,0.034104053,0.069851429,0.03440922,0.07489891,0.034607463,0.031815059,0.029663539,0.031815059,0.029663539,0.021420974,0.001583118,0.019553234,0.001577676,0.085969329,0.035458151,301
0.237415578,0.05491722,0.038010225,0.209094375,0.040527962,0.03892195,0.032453309,0.116511846,0.034154986,0.121782251,0.034195468,0.031616695,0.027206836,0.031616695,0.027206836,0.004862368,0.002320476,0.055394244,0.002019997,0.169405654,0.035568781,302
0.183338172,0.063523307,0.036469061,0.215365842,0.038056001,0.04055252,0.03214921,0.10130493,0.033233168,0.10627909,0.033142596,0.031311512,0.027969787,0.031311512,0.027969787,0.004757789,0.001872306,0.045001912,0.001721225,0.138612956,0.034378577,303
0.186907447,0.055436026,0.036346991,0.184390023,0.038025483,0.042025087,0.032277115,0.104533183,0.032852483,0.11351186,0.032722972,0.035339896,0.029282063,0.035339896,0.029083695,0.004125342,0.001824116,0.045613004,0.001659189,0.145094231,0.033985656,304
0.138172582,0.077637903,0.03747616,0.151628897,0.039368276,0.042655391,0.033025686,0.090924414,0.034182043,0.096223392,0.033951323,0.033386741,0.029419394,0.033386741,0.029419394,0.006056445,0.001692932,0.033234837,0.001875537,0.119256884,0.035492484,305
0.105673374,0.0620737,0.03978027,0.174334332,0.03978027,0.042394111,0.032482496,0.082064157,0.033001464,0.081055924,0.032913711,0.032944229,0.028793775,0.032944229,0.028763257,0.005808966,0.001888209,0.032408301,0.001610748,0.103654534,0.034134433,306
0.194300186,0.065873198,0.033356223,0.102479592,0.033417258,0.043321738,0.029750694,0.068766508,0.029637873,0.070984967,0.029480431,0.033798732,0.026291294,0.033798732,0.026291294,0.005716574,0.001632375,0.017193915,0.001377104,0.082093537,0.030556191,307
0.252397585,0.045761805,0.035400931,0.206088349,0.036041811,0.032687368,0.029738017,0.095607352,0.030588277,0.095811397,0.030395972,0.026855879,0.025436789,0.026855879,0.025436789,0.003948051,0.002269608,0.048687502,0.001933235,0.138162814,0.031906616,308
0.18448846,0.064820327,0.0371252,0.123979554,0.037140459,0.043346858,0.032267699,0.076859102,0.032553209,0.078309298,0.032440681,0.034607463,0.02887007,0.034607463,0.028763257,0.006692601,0.001693403,0.023538556,0.001533506,0.096269168,0.033463035,309
0.151749296,0.125123978,0.039520867,0.136812389,0.040192265,0.049365538,0.034115861,0.077023138,0.034892224,0.079713129,0.034630351,0.031631954,0.030746929,0.031631954,0.030746929,0.023036846,0.001818402,0.026209026,0.001940545,0.095914396,0.036366064,310
0.174734555,0.042862594,0.033798732,0.136064693,0.035919737,0.032106635,0.029846774,0.068653298,0.030764413,0.070939191,0.030624857,0.026550699,0.026337072,0.026550699,0.026337072,0.003504738,0.001570533,0.026725514,0.001708862,0.090547033,0.031868469,311
0.196865897,0.063828491,0.039353017,0.119935915,0.039353017,0.0374991,0.032690128,0.0722012,0.033225543,0.075562678,0.033020522,0.02996872,0.028946364,0.02996872,0.028625926,0.005546632,0.002289859,0.0238431,0.001962381,0.092439152,0.034699015,312
0.064823248,0.050736248,0.036835279,0.148409247,0.038452737,0.039784226,0.033213663,0.076425249,0.033581935,0.077470057,0.033554588,0.031845577,0.029907683,0.031845577,0.029907683,0.005055247,0.001297718,0.02611922,0.001349158,0.095208667,0.034493018,313
0.101912118,0.066010527,0.031723507,0.162554353,0.03527886,0.045061491,0.029065853,0.096278638,0.030303573,0.105218586,0.030319676,0.033020522,0.025314717,0.033020522,0.025314717,0.006096711,0.001258659,0.033019391,0.001438168,0.122594796,0.031280994,314
0.079323672,0.061905853,0.034561686,0.1740444,0.037827116,0.041155343,0.031145424,0.089213856,0.032813213,0.092103459,0.032898452,0.032471199,0.028061341,0.032471199,0.028061341,0.006197322,0.001273276,0.035868806,0.001672652,0.117189288,0.033958953,315
0.167576312,0.061097123,0.037613489,0.671015501,0.039993897,0.040398351,0.032562935,0.143688211,0.034273025,0.106179904,0.034424353,0.03321889,0.026657511,0.03321889,0.026657511,0.003980747,0.002513727,0.128344466,0.002183709,0.181254294,0.035763334,316
0.292797595,0.051590752,0.035202563,0.166765854,0.037170976,0.039127443,0.031099614,0.084204702,0.032357331,0.079926759,0.032471199,0.030579081,0.026749065,0.030579081,0.026749065,0.004534734,0.002097796,0.03794838,0.002060777,0.113817044,0.034042876,317
0.26660589,0.048889905,0.037888151,0.181338221,0.038498513,0.036185274,0.031319143,0.085351653,0.031707333,0.084351875,0.031647213,0.029205767,0.026398107,0.029205767,0.026398107,0.004477448,0.002658119,0.038852905,0.001999138,0.117257953,0.032875564,318
0.176650901,0.057511255,0.038437475,0.142885476,0.038437475,0.043014031,0.033301808,0.088096845,0.033494448,0.092042424,0.033249408,0.034088656,0.028213931,0.034088656,0.028213931,0.00500372,0.002200177,0.029268727,0.001692437,0.11155108,0.034393836,319
0.172127928,0.065094985,0.034317542,0.128511488,0.034317542,0.048582589,0.029829557,0.080664838,0.029981369,0.081528954,0.029999238,0.039124131,0.025558861,0.039124131,0.025558861,0.006138106,0.001737724,0.023626005,0.001412192,0.09894713,0.030922407,320
0.135616603,0.103501946,0.037415121,0.171801329,0.037415121,0.044552941,0.033137436,0.095849599,0.033319328,0.102250703,0.033234149,0.032471199,0.028824292,0.032471199,0.028824292,0.015265604,0.001477094,0.037911115,0.001345159,0.128480971,0.034210727,321
0.126446123,0.101792932,0.038818952,0.154787526,0.038818952,0.045598891,0.033308609,0.096825093,0.033490213,0.10533303,0.033386741,0.031952392,0.029861907,0.031952392,0.029861907,0.014801723,0.001900679,0.034558992,0.0014333,0.125932708,0.034287021,322
0.212458496,0.063385978,0.03356985,0.128374144,0.03356985,0.044705611,0.029272545,0.076673595,0.029613245,0.078248262,0.029541466,0.034271762,0.025940338,0.034271762,0.025940338,0.006680548,0.00160286,0.025354619,0.001467032,0.097276263,0.030731671,323
2.376497012,0.068833448,0.233401999,0.113435566,0.233401999,0.041496063,0.058538977,0.071773681,0.041975921,0.076310366,0.034088656,0.032028686,0.029816128,0.032028686,0.029510949,0.008097094,0.053064711,0.019657659,0.028017081,0.08750286,0.035896849,324
0.208083556,0.055619135,0.03913939,0.538017869,0.041580833,0.038764303,0.032617313,0.122171865,0.034098981,0.103128098,0.034325171,0.030014496,0.025604639,0.030014496,0.025604639,0.004650678,0.002585441,0.095032021,0.002200423,0.132341504,0.035629816,325
0.150002963,0.054047454,0.038529031,0.126710922,0.039765012,0.038687912,0.033907421,0.072103369,0.03423434,0.075471126,0.034073398,0.030395972,0.030426489,0.030395972,0.030426489,0.004930837,0.001606703,0.023059217,0.001574958,0.089967191,0.03527886,326
0.096545315,0.077546351,0.038605325,0.134325176,0.041474022,0.04358394,0.034554381,0.076288631,0.035385302,0.078706034,0.03527886,0.032074463,0.029480431,0.032074463,0.029480431,0.010903806,0.001962275,0.02648148,0.00202901,0.099748224,0.036846723,327
0.245982417,0.129457548,0.038223851,0.165285721,0.038315404,0.051995888,0.033284899,0.078693137,0.033568362,0.079240099,0.033424888,0.035049975,0.028595407,0.035049975,0.028595407,0.025491642,0.002596794,0.030866484,0.002061562,0.103521019,0.035126269,328
0.211542176,0.061219197,0.03883421,0.146639198,0.039551385,0.042390161,0.032383384,0.081800316,0.033338299,0.083543144,0.033035781,0.03356985,0.029083695,0.03356985,0.029083695,0.006002115,0.002397761,0.028595782,0.002102585,0.104261085,0.034653239,329
0.08471145,0.063111313,0.035828184,0.099870302,0.036591135,0.042831393,0.03262883,0.062889831,0.032647603,0.063569084,0.03263142,0.032791637,0.029419394,0.032791637,0.028946364,0.005607193,0.001396488,0.014196419,0.001255399,0.073826961,0.033474479,330
0.166640446,0.148989096,0.037170976,0.148989096,0.038117036,0.067844911,0.033920943,0.080091398,0.034150213,0.08359655,0.034004729,0.034225985,0.030685892,0.034225985,0.029587243,0.02735744,0.001538257,0.022898671,0.001639729,0.095555812,0.035446707,331
0.112547788,0.06301976,0.037109941,0.136614025,0.037872892,0.04336959,0.032479558,0.081174461,0.03296406,0.084092468,0.032822154,0.034317542,0.029983979,0.034317542,0.029282063,0.005787947,0.001819191,0.026138141,0.001565883,0.103074692,0.0338674,332
0.087032697,0.055146106,0.036865797,0.131319135,0.038727399,0.038961188,0.034177076,0.076975063,0.034232765,0.081849396,0.034248874,0.032074463,0.031082628,0.032074463,0.030914778,0.00469198,0.001068433,0.02543453,0.001269862,0.097608149,0.035034716,333
0.740373855,0.084916458,0.039108872,0.239032581,0.040161747,0.042091349,0.032150892,0.106744265,0.033210755,0.105363548,0.033005264,0.029541466,0.02731365,0.029541466,0.026733806,0.011036486,0.002563263,0.04903189,0.002591392,0.137834743,0.035126269,334
0.200763655,0.128587782,0.037705041,0.138231486,0.037705041,0.057004989,0.033429173,0.079633597,0.033266412,0.085107196,0.033066301,0.032028686,0.030060273,0.032028686,0.02980087,0.028724149,0.001957708,0.027127437,0.001699932,0.10048829,0.034489203,335
0.275557295,0.054077975,0.037827116,0.162539095,0.037827116,0.03894215,0.032622538,0.091319657,0.03311273,0.098817423,0.033035781,0.031280994,0.028503854,0.031280994,0.028503854,0.004381759,0.002073577,0.034410968,0.001594329,0.116395816,0.034195468,336
0.166459661,0.059555963,0.038681619,0.158541232,0.039856564,0.040512105,0.033980645,0.083344594,0.035336494,0.082169831,0.035355154,0.032654308,0.029556725,0.032654308,0.029556725,0.005819451,0.001915154,0.033276532,0.001921885,0.111505304,0.036629282,337
0.205307228,0.057663843,0.037323568,0.137468532,0.039322499,0.038946159,0.032187293,0.079711402,0.034019301,0.084878307,0.034332801,0.031723507,0.028000304,0.031723507,0.028000304,0.004745448,0.00212426,0.02936824,0.002042945,0.104551002,0.035503928,338
0.108052482,0.056763563,0.037811857,0.200900286,0.039505608,0.043531738,0.034005856,0.097846126,0.034955712,0.103608757,0.034897383,0.035400931,0.030365454,0.035400931,0.030365454,0.005167725,0.00164076,0.037759001,0.001742638,0.12679103,0.036236361,339
0.172012997,0.057557032,0.039353017,0.150331885,0.039734494,0.039974823,0.034560511,0.078716159,0.035063231,0.078294039,0.034897383,0.03245594,0.031158922,0.03245594,0.031158922,0.004970622,0.002144648,0.029117256,0.001716943,0.099443048,0.036255438,340
0.307419513,0.053299762,0.042206455,0.19922179,0.042206455,0.040146366,0.032415733,0.101487015,0.034156811,0.101937894,0.034149691,0.03167773,0.028412299,0.03167773,0.028412299,0.004738882,0.002701742,0.045100557,0.002313612,0.138448924,0.035629816,341
4.510296534,0.101045243,0.357854575,0.195590138,0.921446562,0.047785262,0.126564104,0.09498933,0.334508349,0.09436179,0.229182877,0.032974746,0.037216753,0.032974746,0.037216753,0.017956939,0.075879878,0.040165035,0.28006516,0.117757685,0.578492403,342
0.193735772,0.051255055,0.037964448,0.159624621,0.038879987,0.040629568,0.032999209,0.088894323,0.033858559,0.093018997,0.033760585,0.034821089,0.028030824,0.034821089,0.028030824,0.004179599,0.002126661,0.035177355,0.001749151,0.118566416,0.035156786,343
0.045937122,0.058457311,0.036942091,0.236270696,0.038864728,0.038607505,0.03076679,0.112200208,0.032857034,0.112672616,0.03321889,0.031525139,0.026321813,0.031525139,0.025467308,0.005137251,0.002560418,0.055995692,0.002447424,0.15933089,0.034626536,344
0.235567417,0.054932479,0.039765012,0.216052487,0.039765012,0.040496694,0.033561593,0.093240769,0.034332996,0.086060882,0.034180209,0.033081561,0.029159991,0.033081561,0.029159991,0.003932031,0.002373555,0.047894081,0.002053482,0.12968643,0.035744259,345
6.49894513,0.196917683,0.18713665,0.554146647,0.473502696,0.046808745,0.063663041,0.115946551,0.123062684,0.093255512,0.086678877,0.029510949,0.028137637,0.029510949,0.028137637,0.030494571,0.042544306,0.089702274,0.101124537,0.130117491,0.182661932,346
0.421903333,0.084229805,0.036545359,0.473090708,0.042389564,0.041727894,0.0323991,0.132749737,0.033699702,0.112405583,0.034088656,0.032761119,0.027450981,0.032761119,0.026138704,0.006757375,0.002294252,0.091042477,0.00233865,0.177592125,0.035305563,347
0.281760681,0.054367896,0.039978638,0.262256801,0.041763943,0.042223022,0.034278012,0.117968916,0.035525004,0.117143512,0.035896849,0.034744792,0.027954528,0.034744792,0.027954528,0.004371803,0.002934919,0.06192872,0.002319562,0.168757156,0.037106127,348
0.211920776,0.052536812,0.037109941,0.185183495,0.037186235,0.036841351,0.031698905,0.089636463,0.032222887,0.08393988,0.032120243,0.02964828,0.02716106,0.02964828,0.02716106,0.00432873,0.002529921,0.044760654,0.001865627,0.122850388,0.033508811,349
0.194618624,0.0626688,0.038467996,0.232776374,0.038727399,0.044092579,0.033983885,0.115257496,0.034625625,0.114030674,0.034836348,0.036301214,0.028274968,0.036301214,0.028274968,0.005812195,0.00258028,0.054516192,0.001795484,0.157518879,0.035843443,350
0.278999555,0.047959104,0.036469061,0.171602964,0.037689783,0.036189632,0.030909601,0.083289524,0.032031766,0.080827042,0.032227054,0.029343098,0.025787747,0.029343098,0.025284199,0.004309845,0.002923826,0.037886066,0.002344109,0.113763638,0.033653773,351
0.123222576,0.057816435,0.039078355,0.143144891,0.04261845,0.041697299,0.03459142,0.076730985,0.03632791,0.079957277,0.036102846,0.034683757,0.031433586,0.034683757,0.030746929,0.004787537,0.001741645,0.025055902,0.0022573,0.094350345,0.037994966,352
0.04294128,0.071747921,0.032730602,0.155580983,0.03523308,0.045368611,0.02974879,0.090037832,0.030680078,0.093675137,0.030624857,0.033783473,0.027237354,0.033783473,0.027084764,0.006480014,0.001184905,0.028467691,0.001432888,0.111383229,0.031670101,353
0.222482908,0.067292288,0.039505608,0.158434421,0.039505608,0.041839042,0.031819549,0.088798381,0.033228369,0.095353626,0.033264667,0.033432517,0.028198672,0.033432517,0.028198672,0.006034662,0.002750779,0.033950848,0.002213117,0.116426334,0.034576945,354
0.033100075,0.052841991,0.036148623,0.125886932,0.036560617,0.039026019,0.031713736,0.072357961,0.032019548,0.074525066,0.031921875,0.030380713,0.028183414,0.030380713,0.028183414,0.004661014,0.001599494,0.024544049,0.001484449,0.091123061,0.033035781,355
0.328185165,0.104585335,0.14781414,0.443015188,0.308781564,0.047607435,0.098111375,0.159143079,0.170260659,0.099755853,0.158350497,0.032257572,0.045441367,0.032257572,0.045441367,0.018651866,0.030499428,0.126077093,0.068168301,0.256584279,0.219802391,356
0.342481022,0.064896621,0.034348059,0.1969482,0.035370413,0.042277954,0.029554001,0.100869735,0.030670791,0.106294349,0.030701153,0.032410163,0.025909819,0.032410163,0.025909819,0.005537154,0.002121909,0.041997392,0.00190916,0.13542382,0.032104984,357
0.274232332,0.054230563,0.037842374,0.219913021,0.042343784,0.040535439,0.031757687,0.108726147,0.034929842,0.100892652,0.035576411,0.032318607,0.026642252,0.032318607,0.026642252,0.00488747,0.002391891,0.05703974,0.003078441,0.160368502,0.037281606,358
0.302757181,0.057114519,0.038101777,0.154055089,0.038101777,0.038957699,0.031257241,0.087431621,0.03287999,0.092271306,0.033081561,0.031082628,0.026001373,0.031082628,0.026001373,0.005430563,0.003050214,0.035300077,0.002461392,0.118738078,0.034973677,359
0.124564608,0.068787672,0.039078355,0.141344324,0.040695813,0.043315325,0.032781993,0.084803219,0.034044263,0.090959027,0.033966582,0.035217822,0.028961623,0.035217822,0.028961623,0.00564244,0.002246143,0.028247141,0.001974289,0.106855119,0.035450522,360
0.084685203,0.098405436,0.036682688,0.115663387,0.036682688,0.051306935,0.033321838,0.070272106,0.032992451,0.073731594,0.032883193,0.032562751,0.029510949,0.032562751,0.029510949,0.019676495,0.001505923,0.01975064,0.001289068,0.086091399,0.033798732,361
0.245111867,0.045883879,0.035690852,0.197070271,0.037155718,0.033443785,0.030321907,0.099024899,0.031870981,0.098870832,0.031845577,0.027023727,0.024994278,0.027023727,0.024994278,0.004040116,0.00231925,0.04866673,0.002105494,0.142175943,0.033203632,362
0.148124884,0.051911194,0.040894181,0.151781484,0.040894181,0.039548638,0.033721675,0.082735202,0.034572925,0.083573662,0.034485389,0.032700084,0.0299382,0.032700084,0.0299382,0.004427629,0.00247008,0.032432229,0.001839607,0.109719999,0.035599299,363
0.281764598,0.052918289,0.041123062,0.43569085,0.043289844,0.039358957,0.034661919,0.127612835,0.036365846,0.119371325,0.036270697,0.033157855,0.02716106,0.033157855,0.02716106,0.003985288,0.002643962,0.081882896,0.002427448,0.165880829,0.03807126,364
0.200259631,0.06820783,0.036240175,0.126955062,0.037582971,0.042886633,0.03109328,0.075682382,0.03219378,0.074891277,0.032196537,0.034210727,0.02716106,0.034210727,0.02716106,0.006226855,0.001855438,0.025747618,0.001828822,0.098374911,0.033478294,365
0.144951588,0.065339133,0.037460897,0.159227893,0.038986802,0.041277855,0.032293225,0.087104812,0.033799534,0.088578619,0.033768214,0.033478294,0.028244449,0.033478294,0.028244449,0.005612332,0.002149727,0.033895308,0.002131217,0.114419777,0.035523005,366
0.171644478,0.138628215,0.037537195,0.189959571,0.037537195,0.049225485,0.031922355,0.104422005,0.032714853,0.109819181,0.032669567,0.034348059,0.027817197,0.034348059,0.027817197,0.021723789,0.001909444,0.043407774,0.001673404,0.139543757,0.033768214,367
0.089252409,0.101594567,0.036545359,0.110063322,0.037689783,0.047787241,0.033714568,0.073450835,0.033666077,0.080445565,0.03356985,0.031280994,0.031769283,0.031280994,0.029922942,0.018668916,0.001105596,0.021536573,0.001250294,0.090760663,0.034485389,368
0.166021397,0.053009842,0.037582971,0.210910201,0.040054932,0.038325179,0.031144618,0.11279328,0.03403518,0.112764172,0.034363318,0.029358359,0.025787747,0.029358359,0.025787747,0.005511396,0.00251975,0.055855592,0.002677398,0.160532538,0.036060885,369
0.195205482,0.050919358,0.048508432,0.216510266,0.048508432,0.03836738,0.03456991,0.106620185,0.035428131,0.109010451,0.03527886,0.032700084,0.029877165,0.032700084,0.029877165,0.003490655,0.002619452,0.051688066,0.00206719,0.146387428,0.036911573,370
0.029393485,0.055374991,0.039368276,0.3228046,0.042481117,0.03988567,0.03582776,0.14318252,0.037321059,0.122545205,0.03729305,0.03215076,0.032730602,0.03215076,0.032730602,0.004103973,0.001365259,0.090726255,0.001503898,0.234470129,0.038361181,371
0.267172308,0.058167391,0.044449531,0.138658732,0.044449531,0.04097694,0.035366792,0.080755329,0.03623632,0.083848324,0.036110476,0.033188373,0.030945297,0.033188373,0.030289158,0.005080833,0.002388301,0.027152141,0.002163018,0.103452355,0.03783856,372
0.15262424,0.050186925,0.037277792,0.154940113,0.037277792,0.035779216,0.030748039,0.079173791,0.031848577,0.074219882,0.031754024,0.029297322,0.026306555,0.029297322,0.026306555,0.004583706,0.002053358,0.036191699,0.00181518,0.109475851,0.033066299,373
0.168698799,0.060502023,0.036560617,0.237949193,0.03759823,0.04175774,0.032649221,0.107715822,0.033403276,0.113115128,0.033325706,0.034988936,0.028976882,0.034988936,0.028976882,0.003839245,0.001756017,0.047908954,0.001545919,0.147524223,0.034561686,374
